municipios,territorio,regiao_cli,latitude,longitude,acq_date,acq_time,daynight,satellite,frp,NOME_UC,GRUPO,Dominio
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.25014,-45.20234,2021-09-26,04:34,N,NPP,0.77,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.06007,-44.71972,2021-09-26,17:07,D,NPP,2.81,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.24505,-45.24047,2021-09-26,17:07,D,NPP,37.45,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.24391,-45.23438,2021-09-26,17:07,D,NPP,16.83,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.24448,-45.2374,2021-09-26,17:07,D,NPP,37.45,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.24953,-45.23635,2021-09-26,17:07,D,NPP,5.19,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.24896,-45.23331,2021-09-26,17:07,D,NPP,8.0,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.24839,-45.23027,2021-09-26,17:07,D,NPP,8.0,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.25343,-45.2292,2021-09-26,17:07,D,NPP,8.0,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.25287,-45.22617,2021-09-26,17:07,D,NPP,15.27,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.26636,-45.24239,2021-09-26,17:07,D,NPP,16.75,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.2658,-45.23936,2021-09-26,17:07,D,NPP,16.75,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.26524,-45.23635,2021-09-26,17:07,D,NPP,12.7,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.26468,-45.23334,2021-09-26,17:07,D,NPP,12.7,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.25207,-45.23055,2021-09-26,17:07,D,NPP,5.8,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.25148,-45.22752,2021-09-26,17:07,D,NPP,5.8,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.25089,-45.22451,2021-09-26,17:07,D,NPP,4.84,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.26335,-45.23464,2021-09-26,17:07,D,NPP,9.14,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.26451,-45.24066,2021-09-26,17:07,D,NPP,11.26,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.26393,-45.23764,2021-09-26,17:07,D,NPP,11.26,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.26901,-45.23678,2021-09-26,17:07,D,NPP,11.26,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.26843,-45.23378,2021-09-26,17:07,D,NPP,9.14,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.3994,-44.88309,2021-09-26,17:07,D,NPP,3.42,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.52066,-44.89677,2021-09-26,17:07,D,NPP,5.32,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.52159,-44.897,2021-09-26,17:07,D,NPP,3.67,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.537,-44.89388,2021-09-26,17:07,D,NPP,6.37,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.53642,-44.89087,2021-09-26,17:07,D,NPP,6.37,,,
Correntina,BACIA DO RIO CORRENTE,Oeste,-13.5376,-44.89696,2021-09-26,17:07,D,NPP,6.85,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40649,-43.91083,2021-09-26,04:34,N,NPP,1.62,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40596,-43.9148,2021-09-26,04:34,N,NPP,1.96,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40176,-43.91422,2021-09-26,04:34,N,NPP,1.96,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40071,-43.92213,2021-09-26,04:34,N,NPP,2.37,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40123,-43.91819,2021-09-26,04:34,N,NPP,1.96,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39809,-43.90964,2021-09-26,04:34,N,NPP,0.64,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.396,-43.92545,2021-09-26,04:34,N,NPP,3.23,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39651,-43.92154,2021-09-26,04:34,N,NPP,3.23,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39443,-43.90506,2021-09-26,04:34,N,NPP,0.64,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39337,-43.91302,2021-09-26,04:34,N,NPP,1.69,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39285,-43.91698,2021-09-26,04:34,N,NPP,1.69,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39232,-43.92093,2021-09-26,04:34,N,NPP,3.23,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39181,-43.92484,2021-09-26,04:34,N,NPP,3.23,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.3897,-43.90844,2021-09-26,04:34,N,NPP,0.96,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38866,-43.91637,2021-09-26,04:34,N,NPP,0.82,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38499,-43.9118,2021-09-26,04:34,N,NPP,0.82,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38447,-43.91576,2021-09-26,04:34,N,NPP,0.82,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.35928,-43.90227,2021-09-26,17:07,D,NPP,3.97,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.36847,-43.91984,2021-09-26,17:07,D,NPP,240.09,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.36773,-43.91611,2021-09-26,17:07,D,NPP,328.59,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.3692,-43.92354,2021-09-26,17:07,D,NPP,240.09,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.36626,-43.90863,2021-09-26,17:07,D,NPP,18.77,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.36477,-43.9011,2021-09-26,17:07,D,NPP,3.97,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.36402,-43.89729,2021-09-26,17:07,D,NPP,3.97,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.36328,-43.89353,2021-09-26,17:07,D,NPP,4.19,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.36699,-43.91237,2021-09-26,17:07,D,NPP,328.59,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37397,-43.91878,2021-09-26,17:07,D,NPP,69.04,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37323,-43.91502,2021-09-26,17:07,D,NPP,330.85,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37542,-43.92618,2021-09-26,17:07,D,NPP,8.16,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.371,-43.90371,2021-09-26,17:07,D,NPP,69.94,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.3747,-43.9225,2021-09-26,17:07,D,NPP,69.04,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37249,-43.91125,2021-09-26,17:07,D,NPP,330.85,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37174,-43.90747,2021-09-26,17:07,D,NPP,69.94,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37873,-43.91397,2021-09-26,17:07,D,NPP,330.85,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38164,-43.92879,2021-09-26,17:07,D,NPP,8.16,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38092,-43.92513,2021-09-26,17:07,D,NPP,8.16,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37725,-43.90641,2021-09-26,17:07,D,NPP,69.94,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37576,-43.89885,2021-09-26,17:07,D,NPP,6.61,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37502,-43.89507,2021-09-26,17:07,D,NPP,6.61,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.3802,-43.92146,2021-09-26,17:07,D,NPP,69.04,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37947,-43.91773,2021-09-26,17:07,D,NPP,69.04,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.37799,-43.91019,2021-09-26,17:07,D,NPP,330.85,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38496,-43.91665,2021-09-26,17:07,D,NPP,16.3,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38423,-43.91288,2021-09-26,17:07,D,NPP,10.52,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38126,-43.89777,2021-09-26,17:07,D,NPP,6.19,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38714,-43.92773,2021-09-26,17:07,D,NPP,15.81,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38642,-43.92407,2021-09-26,17:07,D,NPP,15.81,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.3857,-43.92039,2021-09-26,17:07,D,NPP,16.3,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38349,-43.9091,2021-09-26,17:07,D,NPP,10.52,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39119,-43.91931,2021-09-26,17:07,D,NPP,16.3,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38824,-43.90421,2021-09-26,17:07,D,NPP,20.74,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.38898,-43.90799,2021-09-26,17:07,D,NPP,10.52,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39813,-43.92562,2021-09-26,17:07,D,NPP,16.03,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39885,-43.9293,2021-09-26,17:07,D,NPP,13.35,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39372,-43.90305,2021-09-26,17:07,D,NPP,12.19,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40434,-43.92824,2021-09-26,17:07,D,NPP,13.35,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40362,-43.92455,2021-09-26,17:07,D,NPP,16.03,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.39921,-43.90191,2021-09-26,17:07,D,NPP,12.19,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.4029,-43.92081,2021-09-26,17:07,D,NPP,16.03,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40909,-43.92336,2021-09-26,17:07,D,NPP,10.16,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40617,-43.90832,2021-09-26,17:07,D,NPP,20.28,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40837,-43.91963,2021-09-26,17:07,D,NPP,10.16,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40764,-43.91587,2021-09-26,17:07,D,NPP,12.57,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.40691,-43.9121,2021-09-26,17:07,D,NPP,12.57,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.41383,-43.91841,2021-09-26,17:07,D,NPP,10.16,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.41311,-43.91465,2021-09-26,17:07,D,NPP,12.57,,,
São Félix do Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.41238,-43.9109,2021-09-26,17:07,D,NPP,12.57,,,
Santana,BACIA DO RIO CORRENTE,São Francisco,-13.15195,-44.05402,2021-09-26,04:34,N,NPP,0.7,,,
Santana,BACIA DO RIO CORRENTE,São Francisco,-13.14781,-44.05344,2021-09-26,04:34,N,NPP,3.54,,,
Santana,BACIA DO RIO CORRENTE,São Francisco,-13.1054,-43.9632,2021-09-26,17:07,D,NPP,10.12,,,
Santana,BACIA DO RIO CORRENTE,São Francisco,-13.10468,-43.95948,2021-09-26,17:07,D,NPP,10.12,,,
Cocos,BACIA DO RIO CORRENTE,Oeste,-14.58812,-45.5152,2021-09-26,04:36,N,NPP,1.44,,,
Cocos,BACIA DO RIO CORRENTE,Oeste,-14.64124,-45.18594,2021-09-26,04:36,N,NPP,6.34,,,
Cocos,BACIA DO RIO CORRENTE,Oeste,-14.64517,-45.18652,2021-09-26,04:36,N,NPP,6.34,,,
Mucuri,EXTREMO SUL,Sul,-18.03791,-39.92454,2021-09-26,04:36,N,NPP,1.19,,,
Curaçá,SERTÃO DO SÃO FRANCISCO,Nordeste,-8.75461,-39.67076,2021-09-26,15:29,D,NPP,4.41,,,
Encruzilhada,SUDOESTE BAIANO,Sudoeste,-15.50519,-41.20488,2021-09-26,15:29,D,NPP,3.55,,,
Encruzilhada,SUDOESTE BAIANO,Sudoeste,-15.55609,-41.0508,2021-09-26,17:07,D,NPP,16.04,,,
Encruzilhada,SUDOESTE BAIANO,Sudoeste,-15.55128,-41.04733,2021-09-26,17:07,D,NPP,18.85,,,
Encruzilhada,SUDOESTE BAIANO,Sudoeste,-15.55251,-41.05299,2021-09-26,17:07,D,NPP,16.38,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44665,-41.16859,2021-09-26,15:29,D,NPP,24.51,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44723,-41.17496,2021-09-26,15:29,D,NPP,24.51,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44782,-41.18135,2021-09-26,15:29,D,NPP,19.23,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44608,-41.1623,2021-09-26,15:29,D,NPP,393.28,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.45293,-41.173,2021-09-26,15:29,D,NPP,8.65,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.45358,-41.17963,2021-09-26,15:29,D,NPP,8.65,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.4517,-41.16047,2021-09-26,15:29,D,NPP,24.38,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44372,-41.14928,2021-09-26,15:29,D,NPP,523.84,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44551,-41.16758,2021-09-26,15:29,D,NPP,177.76,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44613,-41.1739,2021-09-26,15:29,D,NPP,8.68,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44675,-41.18025,2021-09-26,15:29,D,NPP,8.68,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.4449,-41.16132,2021-09-26,15:29,D,NPP,177.76,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.43932,-41.17472,2021-09-26,15:29,D,NPP,8.68,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.43991,-41.18081,2021-09-26,15:29,D,NPP,8.68,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44115,-41.1935,2021-09-26,15:29,D,NPP,19.02,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.44182,-41.20042,2021-09-26,15:29,D,NPP,12.38,,,
Cândido Sales,SUDOESTE BAIANO,Sudoeste,-15.41092,-41.12455,2021-09-26,17:07,D,NPP,5.94,,,
Caraíbas,SUDOESTE BAIANO,Sudoeste,-14.62995,-41.28382,2021-09-26,15:29,D,NPP,61.55,,,
Caraíbas,SUDOESTE BAIANO,Sudoeste,-14.63055,-41.29004,2021-09-26,15:29,D,NPP,36.63,,,
Caraíbas,SUDOESTE BAIANO,Sudoeste,-14.62946,-41.28575,2021-09-26,15:29,D,NPP,29.68,,,
Caraíbas,SUDOESTE BAIANO,Sudoeste,-14.63008,-41.29177,2021-09-26,15:29,D,NPP,29.68,,,
Caraíbas,SUDOESTE BAIANO,Sudoeste,-14.62674,-41.28304,2021-09-26,17:07,D,NPP,8.72,,,
Aracatu,SUDOESTE BAIANO,Sudoeste,-14.35981,-41.36674,2021-09-26,15:29,D,NPP,11.21,,,
Aracatu,SUDOESTE BAIANO,Sudoeste,-14.36525,-41.36776,2021-09-26,15:29,D,NPP,4.13,,,
Rio do Antônio,SERTÃO PRODUTIVO,Sudoeste,-14.40936,-42.10287,2021-09-26,15:29,D,NPP,10.77,,,
Contendas do Sincorá,SERTÃO PRODUTIVO,Sudoeste,-13.98438,-41.01751,2021-09-26,15:29,D,NPP,6.83,,,
Contendas do Sincorá,SERTÃO PRODUTIVO,Sudoeste,-13.98496,-41.02334,2021-09-26,15:29,D,NPP,6.45,,,
Contendas do Sincorá,SERTÃO PRODUTIVO,Sudoeste,-13.9819,-41.02001,2021-09-26,15:29,D,NPP,8.83,,,
Livramento de Nossa Senhora,SERTÃO PRODUTIVO,Chapada Diamantina,-13.73354,-42.05213,2021-09-26,15:29,D,NPP,14.48,,,
Livramento de Nossa Senhora,SERTÃO PRODUTIVO,Chapada Diamantina,-13.7265,-42.05296,2021-09-26,15:29,D,NPP,14.48,,,
Livramento de Nossa Senhora,SERTÃO PRODUTIVO,Chapada Diamantina,-13.72736,-42.05086,2021-09-26,17:07,D,NPP,6.39,,,
Uibaí,IRECÊ,Norte,-11.30306,-42.05589,2021-09-26,15:29,D,NPP,16.01,,,
Uibaí,IRECÊ,Norte,-11.30239,-42.0577,2021-09-26,15:29,D,NPP,12.9,,,
Mirangaba,PIEMONTE DA DIAMANTINA,Norte,-10.93639,-40.72075,2021-09-26,15:29,D,NPP,22.22,,,
Mirangaba,PIEMONTE DA DIAMANTINA,Norte,-10.93581,-40.71572,2021-09-26,15:29,D,NPP,18.34,,,
Jacobina,PIEMONTE DA DIAMANTINA,Nordeste,-10.93312,-40.71848,2021-09-26,15:29,D,NPP,16.43,,,
Jacobina,PIEMONTE DA DIAMANTINA,Nordeste,-10.93375,-40.72364,2021-09-26,15:29,D,NPP,16.43,,,
Sento Sé,SERTÃO DO SÃO FRANCISCO,Norte,-10.08522,-41.37774,2021-09-26,15:29,D,NPP,4.37,,,
Pilão Arcado,SERTÃO DO SÃO FRANCISCO,São Francisco,-9.54111,-43.59838,2021-09-26,17:09,D,NPP,8.34,,,
Uauá,SERTÃO DO SÃO FRANCISCO,Nordeste,-9.75423,-39.65636,2021-09-26,15:29,D,NPP,13.39,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-11.98718,-45.2845,2021-09-26,17:07,D,NPP,20.09,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-11.98659,-45.28137,2021-09-26,17:07,D,NPP,26.15,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-11.98599,-45.27822,2021-09-26,17:07,D,NPP,26.15,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-11.99174,-45.2804,2021-09-26,17:07,D,NPP,26.15,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.18821,-45.44226,2021-09-26,17:07,D,NPP,9.03,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.18878,-45.44531,2021-09-26,17:07,D,NPP,9.03,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.19384,-45.44421,2021-09-26,17:07,D,NPP,9.03,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.19327,-45.44116,2021-09-26,17:07,D,NPP,9.03,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.19271,-45.43812,2021-09-26,17:07,D,NPP,36.03,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.19776,-45.43697,2021-09-26,17:07,D,NPP,5.32,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.1972,-45.43394,2021-09-26,17:07,D,NPP,5.32,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.20455,-45.41664,2021-09-26,17:07,D,NPP,7.76,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.204,-45.41368,2021-09-26,17:07,D,NPP,7.76,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.2096,-45.41542,2021-09-26,17:07,D,NPP,7.76,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.20736,-45.41707,2021-09-26,17:07,D,NPP,5.01,,,
Barreiras,BACIA DO RIO GRANDE,Oeste,-12.20679,-45.4141,2021-09-26,17:07,D,NPP,8.92,,,
Cotegipe,BACIA DO RIO GRANDE,São Francisco,-11.63593,-44.22107,2021-09-26,17:07,D,NPP,4.73,,,
Cotegipe,BACIA DO RIO GRANDE,São Francisco,-11.64149,-44.22001,2021-09-26,17:07,D,NPP,4.73,,,
Cotegipe,BACIA DO RIO GRANDE,São Francisco,-11.68118,-44.24737,2021-09-26,17:07,D,NPP,10.78,,,
Cotegipe,BACIA DO RIO GRANDE,São Francisco,-11.67937,-44.24795,2021-09-26,17:07,D,NPP,12.64,,,
Ibotirama,VELHO CHICO,São Francisco,-11.68662,-43.30054,2021-09-26,17:07,D,NPP,7.29,,,
Ibotirama,VELHO CHICO,São Francisco,-11.69251,-43.2994,2021-09-26,17:07,D,NPP,7.29,,,
Ibotirama,VELHO CHICO,São Francisco,-11.68969,-43.29905,2021-09-26,17:07,D,NPP,11.32,,,
Ibotirama,VELHO CHICO,São Francisco,-12.11031,-43.20659,2021-09-26,17:07,D,NPP,4.51,,,
Ibotirama,VELHO CHICO,São Francisco,-12.12366,-43.21254,2021-09-26,17:07,D,NPP,5.41,,,
Ibotirama,VELHO CHICO,São Francisco,-12.12284,-43.20831,2021-09-26,17:07,D,NPP,5.79,,,
Ibotirama,VELHO CHICO,São Francisco,-12.12952,-43.21132,2021-09-26,17:07,D,NPP,5.41,,,
Ibotirama,VELHO CHICO,São Francisco,-12.1287,-43.20705,2021-09-26,17:07,D,NPP,5.79,,,
Ibotirama,VELHO CHICO,São Francisco,-12.11317,-43.20483,2021-09-26,17:07,D,NPP,2.61,,,
Ibotirama,VELHO CHICO,São Francisco,-12.12659,-43.21086,2021-09-26,17:07,D,NPP,11.93,,,
Ibotirama,VELHO CHICO,São Francisco,-12.12574,-43.20662,2021-09-26,17:07,D,NPP,11.13,,,
Barra do Mendes,IRECÊ,Chapada Diamantina,-12.06596,-42.1203,2021-09-26,17:07,D,NPP,2.24,,,
Paratinga,VELHO CHICO,São Francisco,-12.48081,-43.18677,2021-09-26,17:07,D,NPP,8.06,,,
Paratinga,VELHO CHICO,São Francisco,-12.48666,-43.18562,2021-09-26,17:07,D,NPP,13.58,,,
Muquém do São Francisco,VELHO CHICO,São Francisco,-12.57755,-43.37273,2021-09-26,17:07,D,NPP,15.31,,,
Muquém do São Francisco,VELHO CHICO,São Francisco,-12.57675,-43.36863,2021-09-26,17:07,D,NPP,15.31,,,
Muquém do São Francisco,VELHO CHICO,São Francisco,-12.21243,-43.85962,2021-09-26,17:07,D,NPP,16.73,,,
Ibipitanga,BACIA DO PARAMIRIM,São Francisco,-12.75465,-42.3699,2021-09-26,17:07,D,NPP,1.92,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-12.98403,-43.33758,2021-09-26,17:07,D,NPP,8.35,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-12.98977,-43.33646,2021-09-26,17:07,D,NPP,8.35,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-13.021,-43.22366,2021-09-26,17:07,D,NPP,22.89,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-13.02017,-43.21952,2021-09-26,17:07,D,NPP,22.89,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-13.02677,-43.22249,2021-09-26,17:07,D,NPP,22.89,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-13.41846,-43.17854,2021-09-26,17:07,D,NPP,11.57,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-13.41762,-43.17439,2021-09-26,17:07,D,NPP,11.57,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-13.42337,-43.17325,2021-09-26,17:07,D,NPP,11.57,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-12.99028,-43.33958,2021-09-26,17:07,D,NPP,10.62,,,
Bom Jesus da Lapa,VELHO CHICO,São Francisco,-12.98949,-43.33552,2021-09-26,17:07,D,NPP,10.62,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.25582,-43.83535,2021-09-26,17:07,D,NPP,12.24,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.25622,-43.80809,2021-09-26,17:07,D,NPP,21.3,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.25549,-43.80433,2021-09-26,17:07,D,NPP,21.3,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.26178,-43.80702,2021-09-26,17:07,D,NPP,21.3,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.26104,-43.80328,2021-09-26,17:07,D,NPP,21.3,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.2688,-43.81347,2021-09-26,17:07,D,NPP,3.16,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.26807,-43.80972,2021-09-26,17:07,D,NPP,3.16,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.26733,-43.80598,2021-09-26,17:07,D,NPP,5.28,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.2646,-43.52272,2021-09-26,17:07,D,NPP,11.75,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.266,-43.52094,2021-09-26,17:07,D,NPP,10.95,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.36254,-43.88978,2021-09-26,17:07,D,NPP,4.19,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.37139,-43.87659,2021-09-26,17:07,D,NPP,5.24,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.37065,-43.87286,2021-09-26,17:07,D,NPP,5.24,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.28813,-43.45495,2021-09-26,17:07,D,NPP,5.26,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.50208,-43.63858,2021-09-26,17:07,D,NPP,13.37,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.49952,-43.63961,2021-09-26,17:07,D,NPP,6.57,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.5051,-43.6385,2021-09-26,17:07,D,NPP,6.57,,,
Serra do Ramalho,VELHO CHICO,São Francisco,-13.67557,-43.69028,2021-09-26,17:07,D,NPP,5.27,,,
Caturama,BACIA DO PARAMIRIM,São Francisco,-13.259,-42.21033,2021-09-26,17:07,D,NPP,5.11,,,
Riacho de Santana,VELHO CHICO,São Francisco,-13.64276,-43.22087,2021-09-26,17:07,D,NPP,7.36,,,
Riacho de Santana,VELHO CHICO,São Francisco,-13.85336,-43.22281,2021-09-26,17:07,D,NPP,6.86,,,
